X_POS,Y_POS,Z_POS,width,length,angle,I1_x,I1_y,I1_z,I2_x,I2_y,I2_z,I3_x,I3_y,I3_z,I4_x,I4_y,I4_z,
27.41569772,5.378883233,86.97101928,5.338225365,24.4745179,91.91469198,-15.48888244,6.573929823,7.439633132,-16.01885636,-0.278520832,8.079105909,0,0,0,0,0,0,
27.76886386,7.384211804,79.20232304,6.493706714,30.599039,91.14542304,-16.12192959,6.882681925,7.866119717,-18.80700257,10.92179398,0.678854483,0,0,0,0,0,0,
27.42163865,6.246869735,83.81404839,5.217560795,24.43664207,94.2878042,-15.807294,6.720237705,7.646642268,-17.14970575,6.231311901,5.97206759,0,0,0,0,0,0,
27.50387671,8.33176812,80.07036081,5.152428643,24.42206383,95.57697538,-15.95779437,6.856762918,7.605428933,-17.91001494,9.500212332,-0.9114646,0,0,0,0,0,0,
27.43641081,8.285859401,85.99198527,5.304036157,24.45409581,95.77791277,-15.68088614,6.139575002,7.895068312,-15.50152695,5.334513664,4.834363595,0,0,0,0,0,0,
23.27120921,-0.593224299,86.23372534,18.48675511,30.18054328,90.70757991,-34.64378042,-0.01150909,-13.23022987,-4.971578098,0.052364568,-2.649295957,0,0,0,0,0,0,
22.87322295,-1.43349173,84.47141923,15.67684649,35.82901645,94.20618112,-32.77009836,-0.08337466,-12.73517627,-11.3674109,-0.0061315,1.706636934,0,0,0,0,0,0,
22.39476596,-0.896647914,88.45562855,14.01814267,35.85847104,90.57936322,-32.54898096,-0.088015283,-12.96424904,-10.27218447,0.005540232,4.427608055,0,0,0,0,0,0,
22.20233086,0.162239574,90.44493423,13.9810085,35.83876739,89.66605144,-32.47693717,-0.010768385,-13.22085356,-9.044683747,-0.036762798,3.935726436,0,0,0,0,0,0,
22.87067652,0.256420135,84.4250261,15.51506421,35.81462047,85.64761972,-32.78844835,-0.811843243,-12.84225922,-10.9229038,6.595289791,-0.957459536,0,0,0,0,0,0,
22.3958088,0.507364536,88.4478265,14.04727171,35.86682487,84.16037245,-32.65575801,-0.2824689,-13.0610617,-10.16727462,3.814164081,2.907004187,0,0,0,0,0,0,
22.22860013,0.494472938,90.73881449,13.99356221,35.89571157,84.24897604,-32.69325877,0.14278107,-13.25314367,-9.045188541,2.13967741,3.475369215,0,0,0,0,0,0,
22.75971517,1.270388543,84.60388205,15.51104689,36.3618124,80.63626284,-33.18048333,0.063090028,-13.00635602,-10.67161367,5.780918257,-1.282243126,0,0,0,0,0,0,
22.2919047,2.293674891,88.04732369,13.93236875,36.36322458,78.90829955,-32.85445058,0.209547711,-13.13405098,-9.644041929,4.4653635,1.420684256,0,0,0,0,0,0,
22.20929113,2.232447707,89.21150622,13.84040069,36.42801762,78.88165713,-32.79185237,0.575117137,-13.39805136,-8.698832044,2.977307416,2.461496158,0,0,0,0,0,0,
20.8306653,-0.987309322,69.95796122,8.287743541,35.47198725,91.08985972,-28.23276995,0.007697724,-9.856601742,-41.48000433,-0.09662596,12.32934317,0,0,0,0,0,0,
20.51190846,-0.486201108,74.96057374,7.463498088,35.49770409,89.9506795,-27.89865966,0.082217194,-9.852965701,-34.07017838,-0.017854656,12.17922029,0,0,0,0,0,0,
20.25596064,0.103914782,81.10275077,7.203973766,35.50969768,89.49573832,-27.48021208,0.031236703,-9.774603565,-29.27793634,0.039331993,11.4591807,0,0,0,0,0,0,
20.91999469,2.451616562,70.32480941,10.91724968,36.5174484,88.08641215,-28.32669656,-3.295674454,-9.691744828,-40.01979925,17.97656841,5.72712961,0,0,0,0,0,0,
20.54909832,1.705457117,75.87998182,7.202928539,36.0543298,89.85697334,-27.9261201,-1.298216369,-9.846082723,-33.63418659,10.02164256,9.740447124,0,0,0,0,0,0,
20.30848486,1.426783699,80.54941688,7.168580051,35.8488797,90.31915894,-27.55580666,-0.253508734,-9.862112157,-28.84188739,6.277038639,10.0744539,0,0,0,0,0,0,
20.93428833,5.027528192,69.7522914,10.79734657,42.40275567,87.9739038,-28.60790905,-2.453950729,-10.03771464,-37.71578702,20.82454219,-0.148502008,0,0,0,0,0,0,
20.61921314,3.73183975,74.74397576,7.368064853,42.01992952,90.35984519,-28.51369665,-1.045747249,-9.994013619,-32.06148455,14.31284028,5.419657073,0,0,0,0,0,0,
20.30532939,3.669954927,80.52668154,7.081204427,41.78729453,90.56365371,-28.13833544,0.15321939,-9.993025106,-28.03166484,9.850081561,7.480982163,0,0,0,0,0,0,
23.13790633,-0.404919509,91.44609329,15.69431017,35.88373597,93.41357113,-31.01231935,-0.028917528,21.63488542,-11.33350667,0.020987103,0.190287179,0,0,0,0,0,0,
21.16884752,-0.901430936,77.031169,9.529414173,35.57370466,90.84525103,-26.45788619,0.053588133,20.62508204,-42.17508193,0.034864022,12.69939892,0,0,0,0,0,0,
22.84368834,5.27413447,85.33842785,15.2208767,37.18678869,96.13549898,-32.47426256,18.49637421,-5.958665144,-11.1833309,-3.975008166,0.480573585,0,0,0,0,0,0,
21.17439064,4.642923943,70.35166602,10.14824961,41.79982251,87.72795173,-27.50047535,15.53039252,-3.737479597,-41.62680112,-3.060078603,12.2637311,0,0,0,0,0,0,
23.24397257,5.925057885,92.79060481,15.23163746,37.54880823,94.74154912,-32.83325383,18.43533211,15.48999095,-11.27301699,-3.79180782,-0.46479082,0,0,0,0,0,0,
21.23254076,4.652225186,77.96824663,11.09637165,42.20065587,86.68536064,-28.15333536,17.94545422,12.8214953,-42.1375427,-3.698625656,12.42727249,0,0,0,0,0,0,
21.14787359,7.548449084,84.08061932,11.18908551,35.82593466,84.28803757,-28.06597173,17.43386086,13.58107527,-34.81679445,9.228503762,11.01836235,0,0,0,0,0,0,
21.1935091,9.548915047,86.76522115,10.99178077,35.52505757,84.93964561,-27.99599536,17.61126363,12.89917969,-29.15635249,10.45156322,8.254380359,0,0,0,0,0,0,
22.79591722,8.722627968,85.84074431,15.34419203,37.38580723,102.5167809,-31.52159154,18.90100529,-1.232648727,-10.99633214,-3.502477718,0.767004868,0,0,0,0,0,0,
21.00800378,4.908398763,71.84415319,8.272327419,42.16054231,92.31827679,-26.72107889,16.05285265,-0.036516751,-41.6219169,-2.087311217,12.71880564,0,0,0,0,0,0,
23.18198249,8.953071876,90.63551697,15.2735281,37.76171572,101.5632495,-33.67954724,21.63664769,8.784508775,-11.26576156,-3.924758376,0.114524447,0,0,0,0,0,0,
21.25602598,6.509939867,78.11226783,10.45597408,47.76308284,90.10837816,-28.71162165,18.89920025,8.087420282,-42.29738444,-2.573712268,12.76726021,0,0,0,0,0,0,
17.75004063,-16.60624383,68.58176763,41.42098019,41.90318944,44.79512361,-6.012383017,0.403983954,-0.319395654,-0.129749824,6.210006712,0.403970231,0,0,0,0,0,0,
17.76397447,-16.60344365,71.10598538,41.40005949,41.92658879,44.82426184,-6.073485606,0.461311829,-0.460154386,0.02813813,6.092943827,3.470798789,0,0,0,0,0,0,
18.30055484,-16.60407016,70.42515784,41.40986126,42.08608025,45.75614323,-6.026999249,0.404944868,-0.391122607,0.004380211,6.091054294,3.379017412,0,0,0,0,0,0,
21.1415345,-15.7527748,69.33740731,35.11558755,41.88084899,49.86617621,-6.02896587,0.529893304,-0.303511254,3.428341324,6.239470206,-0.211489544,0,0,0,0,0,0,
21.08939356,-15.75088035,71.73312724,35.25659119,41.98062278,49.76072237,-6.183206853,0.482832116,-0.402717775,2.164976882,6.1457622,2.637066621,0,0,0,0,0,0,
20.76497184,-16.58948797,70.39789931,35.16533016,41.89133608,50.41326131,-6.155403057,0.431395458,-0.342878829,2.850586919,6.130403756,1.653729589,0,0,0,0,0,0,
22.12835819,-13.84494046,71.87578702,34.83145967,41.84953389,48.78736998,-6.001590391,0.569092161,-0.314178689,3.51746547,6.26996525,-0.288030959,0,0,0,0,0,0,
21.98997366,-13.8251445,73.99856258,35.14494562,41.71631993,48.44253334,-6.145751722,0.434773095,-0.408041839,1.50552694,6.170494175,3.234581578,0,0,0,0,0,0,
19.47726837,-15.75757968,71.73027663,41.26619961,41.79967498,46.52291942,-6.100368107,0.458883101,-0.370116626,2.260550309,6.211437311,2.670814422,0,0,0,0,0,0,
17.75463464,-16.61111079,71.34383912,41.42005622,41.88092099,44.77281676,-6.069160795,0.392266293,3.319006954,-0.331185607,6.189490999,0.323955277,0,0,0,0,0,0,
19.83558753,-14.69752954,72.66994426,41.99294503,41.8870373,44.69117357,-6.040589153,0.350658627,3.109466392,-0.27995548,6.192939787,0.351187641,0,0,0,0,0,0,
20.32544306,-14.69679856,74.30754249,41.9947549,42.06151618,45.64731057,-6.065148122,0.215971118,3.15080729,0.018409373,6.011988644,3.419833449,0,0,0,0,0,0,
23.92033973,-12.06600701,76.07269041,35.42946792,41.8008231,48.6437674,-6.035584874,0.399660149,3.156776941,3.449386155,6.22494272,-0.313110116,0,0,0,0,0,0,
18.52575483,-12.99535436,68.10953559,42.35473087,48.23191333,48.73721073,-6.129461082,3.287202229,-0.008874243,-0.189861075,6.155333091,0.396251301,0,0,0,0,0,0,
17.82675743,-14.18767124,70.21551865,42.50620853,48.06585641,48.09934407,-6.05904127,2.382023348,2.471782696,-0.300926995,6.096059168,0.416900037,0,0,0,0,0,0,
19.67038419,-14.86680418,72.48871775,35.21702538,48.10145467,53.31794804,-6.085716116,2.493189773,2.295346384,2.154024918,6.045429457,2.51065928,0,0,0,0,0,0,
17.89170662,-14.87038345,72.48724278,41.22713138,47.86140609,50.1629241,-6.024290202,2.453348352,2.345165013,2.333170358,6.108253862,2.549982508,0,0,0,0,0,0,
18.50876758,-13.01061666,70.93046848,41.99734977,48.21529464,48.740913,-6.100870853,3.040387207,1.428305104,-0.259701159,6.132635922,0.381725194,0,0,0,0,0,0,
16.96842991,-16.91716412,67.2395078,41.54829759,42.24547479,45.44767515,-6.086281643,3.40630555,-0.001380839,-0.047401452,6.175431116,0.329637603,0,0,0,0,0,0,
17.53371636,-16.91679493,69.16895402,41.54981539,42.39896468,46.38840913,-6.050902672,3.439644094,-0.041751905,0.09678046,6.174968312,3.380400757,0,0,0,0,0,0,
21.45264012,-14.08370395,70.49742336,34.96725369,42.13842789,49.37186008,-6.074596372,3.457988701,0.023426727,3.522526459,6.290866986,-0.32624371,0,0,0,0,0,0,
16.98505449,-17.06299706,69.88001616,41.69312691,41.93186121,45.18315772,-6.077468117,1.770243497,3.026959044,-0.261917446,6.138396569,0.342009393,0,0,0,0,0,0,
18.54827589,-15.32387202,70.94628172,41.81771235,42.03311629,45.48391498,-6.07759416,2.507538625,2.276183769,-0.222237754,6.173884646,0.308759828,0,0,0,0,0,0,
21.773224,-14.45464016,74.06752778,35.66705307,42.08863829,50.3751542,-6.217591692,2.411404579,2.239532018,2.142663082,6.071819725,2.631690882,0,0,0,0,0,0,
20.23115024,-14.46913255,74.06367428,41.66801901,41.89268788,47.16534107,-6.080232551,2.554772983,2.25345672,2.269181923,6.175752723,2.668805009,0,0,0,0,0,0,
13.98247817,-12.04876094,63.64720431,43.57090561,29.38688669,29.37564307,-13.53489077,0.386117343,1.617202257,-0.650171982,38.55411708,14.34510879,0,0,0,0,0,0,
14.2035863,-11.92100699,68.1877313,44.93217363,28.94670885,27.97570874,-13.64612006,0.495747567,1.260817883,-0.371042792,35.5450464,18.92671369,0,0,0,0,0,0,
14.26174434,-11.90783551,71.04479252,44.91750349,28.83895001,27.99247401,-13.82406918,0.545983229,1.042449938,-0.119279533,33.45351201,19.1577666,0,0,0,0,0,0,
17.65344526,-12.69515659,62.95116675,41.91219087,31.64778672,34.05448762,-13.74571516,1.833403494,1.62633139,20.48173055,38.84281831,10.41394378,0,0,0,0,0,0,
18.43695649,-12.1205539,66.88057177,37.54031085,30.32343431,35.7840076,-13.871058,1.115413769,1.444789323,11.93381685,35.82625029,17.04827608,0,0,0,0,0,0,
18.50330341,-11.51222754,71.1850203,38.32538627,29.64872669,34.10588814,-14.10971418,0.711008698,1.280512155,8.423179583,33.69444945,17.96286665,0,0,0,0,0,0,
20.77191124,-13.18904502,62.07495929,35.9375634,32.24451254,43.42761412,-14.37408863,2.201725396,2.481073871,25.77685788,38.35887187,3.413010076,0,0,0,0,0,0,
21.77636061,-12.20942884,66.81077354,31.38809894,30.92521055,45.78924112,-14.42301928,1.53104372,2.117247163,18.91280562,35.65773714,11.10305108,0,0,0,0,0,0,
20.64040046,-12.41800239,70.11356924,32.3730232,29.74617324,42.77939412,-14.66748364,0.827238354,1.829928219,13.73626088,33.47448146,14.38409618,0,0,0,0,0,0,
15.180837,-11.28689143,69.08163479,43.65188782,29.26694784,29.81913004,-13.55735206,0.082451852,8.004489964,-0.614751979,38.52613118,14.38272998,0,0,0,0,0,0,
15.35583865,-11.18616457,73.33489465,44.91870336,28.82655229,28.52123242,-13.62801518,0.175854505,8.064247694,-0.305542483,35.46067168,18.86020937,0,0,0,0,0,0,
19.76529654,-11.61448003,69.30844536,36.13902496,31.36095407,37.76311414,-13.6969214,0.432232532,8.068016176,20.66762047,38.58269633,10.43424577,0,0,0,0,0,0,
15.86427732,-10.26210687,73.20378017,43.61577718,35.41618755,32.2624191,-13.78335788,0.054955285,8.36827942,-0.403906127,38.11249494,14.47863276,0,0,0,0,0,0,
14.74520896,-8.240915943,66.07817342,43.79242324,36.36834032,38.57551101,-13.51437484,7.864492807,0.117126771,-0.392409567,38.55361642,14.48816454,0,0,0,0,0,0,
14.88894628,-8.033607234,70.35121092,44.32052583,35.91529091,37.38191017,-13.61204575,7.872706023,0.090996986,-0.211147891,35.27432745,18.77599601,0,0,0,0,0,0,
19.40316631,-8.56408127,66.22981261,35.61530945,38.17785588,47.59998878,-13.61200018,7.520444165,0.133822125,20.51041914,38.65012958,10.11554119,0,0,0,0,0,0,
15.17543444,-8.473189805,69.04107196,44.61862025,35.73624996,37.30685084,-13.38652894,5.239473222,5.449098224,-0.222461875,38.26065104,14.57466533,0,0,0,0,0,0,
18.96263977,-8.591917658,71.79942434,37.23750577,36.49679536,45.39429871,-13.66743963,5.256189568,5.324744048,12.04606167,35.38276609,16.689364,0,0,0,0,0,0,
21.60856121,-9.125318264,74.90636634,33.2270702,36.13318238,51.83137907,-14.24426976,5.293907289,5.588745999,13.42177192,32.8054853,13.52231951,0,0,0,0,0,0,
15.192864,-8.650455692,71.69185505,44.81918353,35.43146998,36.82447306,-13.43198673,3.510903477,6.845727183,-0.23120299,38.05643202,14.57004543,0,0,0,0,0,0,
